time,signal
4.509018036072143687e+00,-2.050556400469662588e+00
4.529058116232464570e+00,-2.474855137279711847e+00
4.549098196392785454e+00,-2.193382198669520999e+00
4.569138276553106337e+00,-1.976563038727827459e+00
4.589178356713426332e+00,-2.450888429392461099e+00
4.609218436873747216e+00,-1.325013405563532309e+00
4.629258517034068099e+00,-2.714570691269301506e+00
4.649298597194388982e+00,-1.590178915688143846e+00
4.669338677354708977e+00,-2.312244050500176229e+00
4.689378757515029861e+00,-2.253539453718669705e+00
4.709418837675350744e+00,-2.023661658310907718e+00
4.729458917835670739e+00,-1.502183421509271311e+00
4.749498997995991623e+00,-1.537497032688035947e+00
4.769539078156312506e+00,-1.699292495240684042e+00
4.789579158316633389e+00,-1.474756472302251709e+00
4.809619238476953385e+00,-2.003018931942326830e+00
4.829659318637274268e+00,-1.358150771731291062e+00
4.849699398797595151e+00,-2.045309868936629805e+00
4.869739478957916035e+00,-1.420578314579689305e+00
4.889779559118236030e+00,-2.150166429210061736e+00
4.909819639278556913e+00,-1.437226409189480414e+00
4.929859719438877796e+00,-2.576882726089491982e+00
4.949899799599197792e+00,-1.856424668485841867e+00
4.969939879759518675e+00,-1.923687991337724279e+00
4.989979959919839558e+00,-1.683706835495782705e+00
5.010020040080160442e+00,-1.988841516578361723e+00
5.030060120240480437e+00,-2.710418089075681269e+00
5.050100200400801320e+00,-2.432648672076857643e+00
5.070140280561122204e+00,-1.708017959861156676e+00
5.090180360721443087e+00,-1.180264258198838956e+00
5.110220440881763082e+00,-2.727275614383279922e+00
5.130260521042083965e+00,-1.320061146611886782e+00
5.150300601202404849e+00,-2.134477945906128937e+00
5.170340681362724844e+00,-1.684244193740212836e+00
5.190380761523045727e+00,-1.058765172424236622e+00
5.210420841683366611e+00,-1.711554084789521646e+00
5.230460921843687494e+00,-2.054565850517430459e+00
5.250501002004007489e+00,-1.519063640525557091e+00
5.270541082164328373e+00,-1.378812020337006006e+00
5.290581162324649256e+00,-1.208666293838452033e+00
5.310621242484970139e+00,-6.248199838957289032e-01
5.330661322645290134e+00,-1.675652303470449800e+00
5.350701402805611018e+00,-1.342140785901967170e+00
5.370741482965931901e+00,-1.222476872378934765e+00
5.390781563126251896e+00,-2.194620040489906110e+00
5.410821643286572780e+00,-1.819973353898382218e+00
5.430861723446893663e+00,-1.003957653157915519e+00
5.450901803607214546e+00,-2.006360826316693657e+00
5.470941883767534542e+00,-2.062297561721489814e+00
5.490981963927855425e+00,-1.265738223775431992e+00
5.511022044088176308e+00,-7.688812110753100448e-01
5.531062124248497192e+00,-1.806711975269712722e+00
5.551102204408817187e+00,-1.664343970398711070e+00
5.571142284569138070e+00,-1.281855055793157838e+00
5.591182364729458953e+00,-1.417406376565758075e+00
5.611222444889778949e+00,-1.901207702273660871e+00
5.631262525050099832e+00,-1.563496481293378260e+00
5.651302605210420715e+00,-6.925890577509568047e-01
5.671342685370741599e+00,-5.732971856955365597e-01
5.691382765531061594e+00,-1.523135408773114374e+00
5.711422845691382477e+00,-1.020998530689495531e+00
5.731462925851703361e+00,-1.034833521178980753e+00
5.751503006012024244e+00,-4.124932522973175919e-01
5.771543086172344239e+00,4.178782722575546948e-02
5.791583166332665122e+00,-8.022808543138086890e-01
5.811623246492986006e+00,-1.484195638574238529e+00
5.831663326653306001e+00,-1.421785479742626368e+00
5.851703406813626884e+00,-7.807169059143952428e-01
5.871743486973947768e+00,-1.085419236213395866e+00
5.891783567134268651e+00,-8.137024560373382620e-01
5.911823647294588646e+00,-7.828334323734135181e-01
5.931863727454909530e+00,-4.367978027904431682e-01
5.951903807615230413e+00,-4.693142195542334694e-01
5.971943887775551296e+00,-1.232297472863153498e+00
5.991983967935871291e+00,-5.529563530818464301e-01
6.012024048096192175e+00,4.886331891227390090e-01
6.032064128256513058e+00,-6.085673715980898235e-01
6.052104208416833053e+00,-6.174771963675013131e-02
6.072144288577153937e+00,-5.715848653041805116e-01
6.092184368737474820e+00,-1.601251560794680340e-01
6.112224448897795703e+00,-3.141883471241553871e-01
6.132264529058115698e+00,5.533793132359132727e-03
6.152304609218436582e+00,4.799498773346044245e-01
6.172344689378757465e+00,3.472106198133573240e-02
6.192384769539078349e+00,-6.864384756949584165e-01
6.212424849699398344e+00,4.022622193368955434e-01
6.232464929859719227e+00,4.218683182675873611e-01
6.252505010020040110e+00,-1.437417651292625109e-01
6.272545090180360106e+00,4.678589628708206272e-01
6.292585170340680989e+00,9.308792349927095255e-01
6.312625250501001872e+00,-1.375978675865638934e-01
6.332665330661322756e+00,-1.010901112948519032e+00
6.352705410821642751e+00,6.594520492954026869e-01
6.372745490981963634e+00,-1.442569158846360167e-01
6.392785571142284518e+00,1.262504086894095101e-01
6.412825651302604513e+00,5.284846585258777818e-01
6.432865731462925396e+00,4.868951347426494491e-01
6.452905811623246279e+00,1.608159752372617379e-01
6.472945891783567163e+00,5.457761187761489552e-01
6.492985971943887158e+00,-4.725763331363944109e-01
6.513026052104208041e+00,1.513217773808481770e-01
6.533066132264528925e+00,1.632972993594072331e-01
6.553106212424849808e+00,9.157137192592814667e-01
6.573146292585169803e+00,1.368809599460909077e+00
6.593186372745490686e+00,5.808539820818240385e-01
6.613226452905811570e+00,6.502282384501019141e-01
6.633266533066131565e+00,8.511138461365513885e-01
6.653306613226452448e+00,4.877633775375377345e-01
6.673346693386773332e+00,-3.602266735824011246e-02
6.693386773547094215e+00,5.324719284847656553e-01
6.713426853707414210e+00,1.359904595635199609e+00
6.733466933867735094e+00,7.201906705758598370e-02
6.753507014028055977e+00,1.094002236661069771e+00
6.773547094188376860e+00,5.593102921331585264e-01
6.793587174348696855e+00,9.876634217987249054e-01
6.813627254509017739e+00,1.172824497575471581e+00
6.833667334669338622e+00,1.387458030422467736e+00
6.853707414829658617e+00,1.313870823518791253e+00
6.873747494989979501e+00,1.206893872618640451e+00
6.893787575150300384e+00,1.442341045541360778e+00
6.913827655310621267e+00,1.677557755476701606e+00
6.933867735470941263e+00,6.871338604008595530e-01
6.953907815631262146e+00,1.066659093441519435e+00
6.973947895791583029e+00,1.727970454338805473e+00
6.993987975951903913e+00,4.413741054133973885e-01
7.014028056112223908e+00,1.760978222058405596e+00
7.034068136272544791e+00,1.500921877901225443e+00
7.054108216432865675e+00,8.881894101269974806e-01
7.074148296593185670e+00,1.405406701426044069e+00
7.094188376753506553e+00,1.219287855076542249e+00
7.114228456913827436e+00,2.465452193897394118e+00
7.134268537074148320e+00,1.095793855984357634e+00
7.154308617234468315e+00,1.401206235416479151e+00
7.174348697394789198e+00,1.140886420380690769e+00
7.194388777555110082e+00,2.116050900341495566e+00
7.214428857715430965e+00,1.930973017934957570e+00
7.234468937875750960e+00,2.032702175847403758e+00
7.254509018036071843e+00,2.044222136237861420e+00
7.274549098196392727e+00,1.586108516367911836e+00
7.294589178356712722e+00,2.570514633052409348e+00
7.314629258517033605e+00,2.754599634196759794e+00
7.334669338677354489e+00,2.452675223203045540e+00
7.354709418837675372e+00,1.285443488448141824e+00
7.374749498997995367e+00,8.449422340005908749e-01
7.394789579158316251e+00,2.291858738566590947e+00
7.414829659318637134e+00,1.868663650550326683e+00
7.434869739478958017e+00,1.604721733651290450e+00
7.454909819639278012e+00,1.783883049687174482e+00
7.474949899799598896e+00,1.610167589392037968e+00
7.494989979959919779e+00,1.866804406491085144e+00
7.515030060120239774e+00,1.226472977330506531e+00
7.535070140280560658e+00,2.172911088171607386e+00
7.555110220440881541e+00,2.157083264649889642e+00
7.575150300601202424e+00,1.866863461395576129e+00
7.595190380761522420e+00,2.735995313134699902e+00
7.615230460921843303e+00,1.712443110443122585e+00
7.635270541082164186e+00,1.997262842694692342e+00
7.655310621242485070e+00,1.960509952477412332e+00
7.675350701402805065e+00,1.051821983764191781e+00
7.695390781563125948e+00,2.191909379009044478e+00
7.715430861723446831e+00,1.777723104408211796e+00
7.735470941883766827e+00,1.687038904353544311e+00
7.755511022044087710e+00,2.450459758465874494e+00
7.775551102204408593e+00,2.624318009332297752e+00
7.795591182364729477e+00,2.228592675251723776e+00
7.815631262525049472e+00,8.441571350148024955e-01
7.835671342685370355e+00,1.677021062942250174e+00
7.855711422845691239e+00,2.102101343229320296e+00
7.875751503006012122e+00,1.661554269817721918e+00
7.895791583166332117e+00,2.934242794661941822e+00
7.915831663326653000e+00,2.569634241760333282e+00
7.935871743486973884e+00,9.947190588081252782e-01
7.955911823647293879e+00,1.929283754186657429e+00
7.975951903807614762e+00,1.489196567955697326e+00
7.995991983967935646e+00,1.319704301923730672e+00
8.016032064128255641e+00,2.714973760929171753e+00
8.036072144288576524e+00,1.950902187970852797e+00
8.056112224448897408e+00,1.823987227875849992e+00
8.076152304609218291e+00,1.110123868548228199e+00
8.096192384769539174e+00,1.890754884507793721e+00
8.116232464929860058e+00,2.101729517058718688e+00
8.136272545090179165e+00,2.376242648144567315e+00
8.156312625250500048e+00,1.287041747956695792e+00
8.176352705410820931e+00,1.447241105813424245e+00
8.196392785571141815e+00,7.740019589857740634e-01
8.216432865731462698e+00,2.633495361508394694e+00
8.236472945891783581e+00,1.995014279480505026e+00
8.256513026052104465e+00,1.632160945024917931e+00
8.276553106212425348e+00,2.104625854299833954e+00
8.296593186372744455e+00,1.614073706740390302e+00
8.316633266533065338e+00,2.027516509133891365e+00
8.336673346693386222e+00,2.548225373718087106e+00
8.356713426853707105e+00,1.643708118007817243e+00
8.376753507014027988e+00,2.148446395990176061e+00
8.396793587174348872e+00,2.885677910589604878e+00
8.416833667334669755e+00,1.675348378630645119e+00
8.436873747494988862e+00,1.132459270713131350e+00
8.456913827655309746e+00,1.544550380945776125e+00
8.476953907815630629e+00,1.672913811331006917e+00
8.496993987975951512e+00,1.800496112144261085e+00
8.517034068136272396e+00,6.471697449154415471e-01
8.537074148296593279e+00,2.374572461830787518e+00
8.557114228456914162e+00,2.007734254486832182e+00
8.577154308617233269e+00,1.413600175878768850e+00
8.597194388777554153e+00,1.042460017868739319e+00
8.617234468937875036e+00,2.060726708021977771e+00
8.637274549098195919e+00,1.071130775399427915e+00
8.657314629258516803e+00,1.859743678051255955e+00
8.677354709418837686e+00,1.518481332804141992e+00
8.697394789579158569e+00,1.658480508448527235e+00
8.717434869739479453e+00,1.442294352306775496e+00
8.737474949899798560e+00,3.011043987022410384e-01
8.757515030060119443e+00,4.928773621905351288e-01
8.777555110220440326e+00,1.649943903074642559e+00
8.797595190380761210e+00,1.620921055127515498e+00
8.817635270541082093e+00,3.404854150786477129e-01
8.837675350701402976e+00,3.370680560918548618e-01
8.857715430861723860e+00,1.794919944329411265e+00
8.877755511022042967e+00,5.389456152541663991e-01
8.897795591182363850e+00,8.081196060797483094e-01
8.917835671342684734e+00,1.433909598352950177e+00
8.937875751503005617e+00,4.610523590851105524e-01
8.957915831663326500e+00,7.221743898754796609e-01
8.977955911823647384e+00,1.755169947889389848e+00
8.997995991983968267e+00,1.792835701791613889e+00
9.018036072144287374e+00,4.710785233739156475e-01
9.038076152304608257e+00,6.248801682605328311e-01
9.058116232464929141e+00,1.022708479648287705e-01
9.078156312625250024e+00,7.571568735187311772e-01
9.098196392785570907e+00,8.891063546595688871e-01
9.118236472945891791e+00,6.749107465388857197e-01
9.138276553106212674e+00,2.700100795098208106e-01
9.158316633266533557e+00,8.628890441040901749e-01
9.178356713426852664e+00,5.536184554922998213e-01
9.198396793587173548e+00,4.123589438690866693e-02
9.218436873747494431e+00,5.352039230946439297e-01
9.238476953907815314e+00,1.106702772721055439e+00
9.258517034068136198e+00,2.242281644548844155e-01
9.278557114228457081e+00,1.091445049525014699e-01
9.298597194388777964e+00,1.036381337209765219e+00
9.318637274549097071e+00,3.446908968921029159e-01
9.338677354709417955e+00,8.650528967772366240e-01
9.358717434869738838e+00,-3.335955241087062428e-01
9.378757515030059722e+00,2.253836791534973294e-01
9.398797595190380605e+00,-3.253216458368971553e-01
9.418837675350701488e+00,-6.288965895499862291e-02
9.438877755511022372e+00,4.213500281671188619e-01
9.458917835671341479e+00,-2.436609530877935359e-02
9.478957915831662362e+00,-9.518616770852881270e-01
9.498997995991983245e+00,-5.717824012204910655e-01
9.519038076152304129e+00,-7.814318470376657721e-01
9.539078156312625012e+00,-3.874390112765246919e-01
9.559118236472945895e+00,8.549824397648569940e-02
9.579158316633266779e+00,-4.046597543941012343e-01
9.599198396793587662e+00,-3.724125657593659877e-01
9.619238476953906769e+00,-3.591563826792187886e-01
9.639278557114227652e+00,-7.870025929566110134e-01
9.659318637274548536e+00,4.211432524334796090e-01
9.679358717434869419e+00,-1.621435200734759885e+00
9.699398797595190302e+00,-5.385574759643370069e-01
9.719438877755511186e+00,-1.134683807803519073e+00
9.739478957915832069e+00,-9.712766670396932867e-01
9.759519038076151176e+00,1.431916453230930308e-01
9.779559118236472059e+00,-5.970922897206655255e-01
9.799599198396792943e+00,-1.563714822084300682e+00
9.819639278557113826e+00,-8.226054333620881343e-01
9.839679358717434710e+00,1.611305442328091475e-01
9.859719438877755593e+00,-2.610210828685179951e-01
9.879759519038076476e+00,-4.885924636575931790e-01
9.899799599198395583e+00,-6.952126940134140121e-01
9.919839679358716467e+00,-1.162403362697618014e+00
9.939879759519037350e+00,-1.261578480947704861e+00
9.959919839679358233e+00,-7.115997089722408964e-01
9.979959919839679117e+00,-1.418616818295540094e+00
1.000000000000000000e+01,-1.149329626260419346e+00
